AcademicYear,SchoolName,SuspensionRate,DefianceRate,ViolentInjuryRate,ViolentNonInjuryRate,WeaponPossessionRate,DrugSuspensionRate,OtherSuspensionRate
2021-01-08,"Madrone High Continuation",12.1212,0.0000,15.3846,34.6154,3.8462,46.1538,0.0000
2021-01-08,"Manor Elementary",4.7619,0.0000,0.0000,28.5714,0.0000,28.5714,0.0000
2021-01-08,"Marin County Juvenile Court",4.5455,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000
2021-01-08,"Marin County Special Education",2.3529,0.0000,33.3333,66.6667,0.0000,0.0000,0.0000
2021-01-08,"Marin Oaks High",9.3333,0.0000,57.1429,14.2857,0.0000,28.5714,0.0000
2021-01-08,"Marin's Community",10.8696,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000
2021-01-08,"Mary E. Silveira Elementary",0.0000,NULL,NULL,NULL,NULL,NULL,NULL
2021-01-08,"Mill Valley Middle",1.2987,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000
2021-01-08,"Miller Creek Middle",6.0811,0.0000,0.0000,37.5000,18.7500,25.0000,0.0000
2021-01-08,"Neil Cummins Elementary",0.0000,NULL,NULL,NULL,NULL,NULL,NULL
2021-01-08,Nicasio,0.0000,NULL,NULL,NULL,NULL,NULL,NULL
2021-01-08,"Nonpublic, Nonsectarian Schools",NULL,NULL,NULL,NULL,NULL,NULL,NULL
2021-01-08,"Nonpublic, Nonsectarian Schools",NULL,NULL,NULL,NULL,NULL,NULL,NULL
2021-01-08,"Nonpublic, Nonsectarian Schools",0.0000,NULL,NULL,NULL,NULL,NULL,NULL
2021-01-08,"Nonpublic, Nonsectarian Schools",NULL,NULL,NULL,NULL,NULL,NULL,NULL
2021-01-08,"Nonpublic, Nonsectarian Schools",NULL,NULL,NULL,NULL,NULL,NULL,NULL
2021-01-08,"Nonpublic, Nonsectarian Schools",NULL,NULL,NULL,NULL,NULL,NULL,NULL
2021-01-08,"Nonpublic, Nonsectarian Schools",NULL,NULL,NULL,NULL,NULL,NULL,NULL
2021-01-08,"Nonpublic, Nonsectarian Schools",NULL,NULL,NULL,NULL,NULL,NULL,NULL
2021-01-08,"Nonpublic, Nonsectarian Schools",NULL,NULL,NULL,NULL,NULL,NULL,NULL
2021-01-08,"Nonpublic, Nonsectarian Schools",NULL,NULL,NULL,NULL,NULL,NULL,NULL
2021-01-08,"Nonpublic, Nonsectarian Schools",NULL,NULL,NULL,NULL,NULL,NULL,NULL
2021-01-08,"Nonpublic, Nonsectarian Schools",NULL,NULL,NULL,NULL,NULL,NULL,NULL
2021-01-08,"Nonpublic, Nonsectarian Schools",NULL,NULL,NULL,NULL,NULL,NULL,NULL
2021-01-08,"Nonpublic, Nonsectarian Schools",NULL,NULL,NULL,NULL,NULL,NULL,NULL
2021-01-08,"Nova Education Center",0.0000,NULL,NULL,NULL,NULL,NULL,NULL
2021-01-08,"Novato High",5.0370,0.0000,29.2683,7.3171,9.7561,53.6585,0.0000
2021-01-08,"Old Mill Elementary",0.0000,NULL,NULL,NULL,NULL,NULL,NULL
2021-01-08,"Olive Elementary",0.0000,NULL,NULL,NULL,NULL,NULL,NULL
2021-01-08,"Park Elementary",0.0000,NULL,NULL,NULL,NULL,NULL,NULL
2021-01-08,"Pleasant Valley Elementary",0.0000,NULL,NULL,NULL,NULL,NULL,NULL
2021-01-08,"Rancho Elementary",1.4184,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000
2021-01-08,"Redwood High",2.5641,0.0000,54.5455,36.3636,0.0000,9.0909,0.0000
2021-01-08,"Reed Elementary",0.0000,NULL,NULL,NULL,NULL,NULL,NULL
2021-01-08,"Ross Elementary",0.0000,NULL,NULL,NULL,NULL,NULL,NULL
2021-01-08,"San Andreas High (Continuation)",3.1250,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000
2021-01-08,"San Geronimo Valley Elementary",NULL,NULL,NULL,NULL,NULL,NULL,NULL
2021-01-08,"San Jose Intermediate",7.7465,5.8824,20.5882,20.5882,11.7647,41.1765,5.8824
2021-01-08,"San Marin High",2.6385,7.6923,7.6923,76.9231,0.0000,7.6923,7.6923
2021-01-08,"San Pedro Elementary",2.2945,22.2222,5.5556,55.5556,0.0000,0.0000,22.2222
2021-01-08,"San Rafael High",7.4816,7.2165,22.6804,45.3608,5.1546,18.5567,7.2165
2021-01-08,"San Ramon Elementary",0.0000,NULL,NULL,NULL,NULL,NULL,NULL
2021-01-08,"Sinaloa Middle",7.2289,0.0000,0.0000,81.8182,3.0303,15.1515,0.0000
2021-01-08,"Strawberry Point Elementary",0.0000,NULL,NULL,NULL,NULL,NULL,NULL
2021-01-08,"Sun Valley Elementary",0.7576,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000
2021-01-08,"Tamalpais High",0.5076,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000
2021-01-08,"Tamalpais Valley Elementary",0.0000,NULL,NULL,NULL,NULL,NULL,NULL
2021-01-08,"Tamiscal High (Alternative)",0.0000,NULL,NULL,NULL,NULL,NULL,NULL
2021-01-08,"Terra Linda High",7.9872,13.5593,23.7288,33.8983,1.6949,25.4237,13.5593
2021-01-08,"Tomales Elementary",2.1277,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000
2021-01-08,"Tomales High",8.0000,0.0000,0.0000,77.7778,0.0000,11.1111,0.0000
2021-01-08,"Vallecito Elementary",1.0309,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000
2021-01-08,"Venetia Valley K-8",1.8395,0.0000,25.0000,75.0000,0.0000,0.0000,0.0000
2021-01-08,"Wade Thomas Elementary",0.0000,NULL,NULL,NULL,NULL,NULL,NULL
2021-01-08,"West Marin Elementary",4.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000
2021-01-08,"White Hill Middle",2.1053,0.0000,50.0000,0.0000,0.0000,50.0000,0.0000
