AcademicYear,AggregateLevel,CountyCode,DistrictCode,SchoolCode,CountyName,DistrictName,SchoolName,CharterYN,ReportingCategory,CumulativeEnrollment,TotalSuspensions,Unduplicated_Students_Suspended,Unduplicated_Defiance_Students,SuspensionRate,ViolentIncident_Injury,ViolentIncident_NoInjury,WeaponsPossession,Drug_Related,DefianceTotal,Other_Reasons,DefianceRate,ViolentInjuryRate,ViolentNonInjuryRate,WeaponPossessionRate,DrugSuspensionRate,OtherSuspensionRate
2020-08-01,S,21,65318,6024244,Marin,"Miller Creek Elementary","Vallecito Elementary",No,"Hispanic or Latino",84,0,0,0,0.0000,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2020-08-01,S,21,65409,6024483,Marin,Nicasio,Nicasio,No,"Hispanic or Latino",18,0,0,0,0.0000,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2020-08-01,S,21,65417,6024491,Marin,"Novato Unified","Hamilton Meadow Park",No,"Hispanic or Latino",399,2,2,1,0.5000,0,1,0,0,1,0,50.0000,0.0000,50.0000,0.0000,0.0000,0.0000
2020-08-01,S,21,65417,6024509,Marin,"Novato Unified","Loma Verde Elementary",No,"Hispanic or Latino",214,0,0,0,0.0000,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2020-08-01,S,21,65417,6024517,Marin,"Novato Unified","Lu Sutton Elementary",No,"Hispanic or Latino",218,0,0,0,0.0000,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2020-08-01,S,21,65417,6024525,Marin,"Novato Unified","Lynwood Elementary",No,"Hispanic or Latino",219,0,0,0,0.0000,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2020-08-01,S,21,65417,2132264,Marin,"Novato Unified","Marin Oaks High",No,"Hispanic or Latino",69,0,0,0,0.0000,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2020-08-01,S,21,65417,1,Marin,"Novato Unified","Nonpublic, Nonsectarian Schools",No,"Hispanic or Latino",16,0,0,0,0.0000,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2020-08-01,S,21,65417,2130045,Marin,"Novato Unified","Nova Education Center",No,"Hispanic or Latino",24,0,0,0,0.0000,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2020-08-01,S,21,65417,2132272,Marin,"Novato Unified","Novato High",No,"Hispanic or Latino",604,0,0,0,0.0000,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2020-08-01,S,21,65417,6024558,Marin,"Novato Unified","Olive Elementary",No,"Hispanic or Latino",150,0,0,0,0.0000,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2020-08-01,S,21,65417,6024574,Marin,"Novato Unified","Pleasant Valley Elementary",No,"Hispanic or Latino",72,0,0,0,0.0000,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2020-08-01,S,21,65417,6024582,Marin,"Novato Unified","Rancho Elementary",No,"Hispanic or Latino",134,0,0,0,0.0000,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2020-08-01,S,21,65417,124081,Marin,"Novato Unified","San Jose Intermediate",No,"Hispanic or Latino",316,1,1,0,0.3000,0,0,1,0,0,0,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000
2020-08-01,S,21,65417,2133056,Marin,"Novato Unified","San Marin High",No,"Hispanic or Latino",362,0,0,0,0.0000,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2020-08-01,S,21,65417,6024590,Marin,"Novato Unified","San Ramon Elementary",No,"Hispanic or Latino",109,1,1,0,0.9000,1,0,0,0,0,0,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000
2020-08-01,S,21,65417,6058614,Marin,"Novato Unified","Sinaloa Middle",No,"Hispanic or Latino",272,1,1,0,0.4000,0,1,0,0,0,0,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000
2020-08-01,S,21,65425,6024616,Marin,"Reed Union Elementary","Bel Aire Elementary",No,"Hispanic or Latino",31,0,0,0,0.0000,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2020-08-01,S,21,65425,6024632,Marin,"Reed Union Elementary","Del Mar Middle",No,"Hispanic or Latino",31,0,0,0,0.0000,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2020-08-01,S,21,65425,1,Marin,"Reed Union Elementary","Nonpublic, Nonsectarian Schools",No,"Hispanic or Latino",0,0,0,0,0.0000,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2020-08-01,S,21,65425,6024657,Marin,"Reed Union Elementary","Reed Elementary",No,"Hispanic or Latino",27,0,0,0,0.0000,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2020-08-01,S,21,65433,6024673,Marin,"Ross Elementary","Ross Elementary",No,"Hispanic or Latino",26,0,0,0,0.0000,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2020-08-01,S,21,75002,6024681,Marin,"Ross Valley Elementary","Brookside Elementary",No,"Hispanic or Latino",32,0,0,0,0.0000,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2020-08-01,S,21,75002,124578,Marin,"Ross Valley Elementary","Hidden Valley Elementary",No,"Hispanic or Latino",25,0,0,0,0.0000,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2020-08-01,S,21,75002,6024277,Marin,"Ross Valley Elementary","Manor Elementary",No,"Hispanic or Latino",45,0,0,0,0.0000,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2020-08-01,S,21,75002,1,Marin,"Ross Valley Elementary","Nonpublic, Nonsectarian Schools",No,"Hispanic or Latino",0,0,0,0,0.0000,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2020-08-01,S,21,75002,6024731,Marin,"Ross Valley Elementary","Wade Thomas Elementary",No,"Hispanic or Latino",34,1,1,0,2.9000,1,0,0,0,0,0,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000
2020-08-01,S,21,75002,6024285,Marin,"Ross Valley Elementary","White Hill Middle",No,"Hispanic or Latino",92,0,0,0,0.0000,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2020-08-01,S,21,65458,6024756,Marin,"San Rafael City Elementary","Bahia Vista Elementary",No,"Hispanic or Latino",534,0,0,0,0.0000,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2020-08-01,S,21,65458,6024764,Marin,"San Rafael City Elementary","Coleman Elementary",No,"Hispanic or Latino",450,0,0,0,0.0000,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2020-08-01,S,21,65458,6024780,Marin,"San Rafael City Elementary","Glenwood Elementary",No,"Hispanic or Latino",79,2,2,0,2.5000,0,1,0,1,0,0,0.0000,0.0000,50.0000,0.0000,50.0000,0.0000
2020-08-01,S,21,65458,6058622,Marin,"San Rafael City Elementary","James B. Davidson Middle",No,"Hispanic or Latino",826,3,3,0,0.4000,0,1,0,1,0,1,0.0000,0.0000,33.3333,0.0000,33.3333,33.3333
2020-08-01,S,21,65458,6024814,Marin,"San Rafael City Elementary","Laurel Dell Elementary",No,"Hispanic or Latino",226,0,0,0,0.0000,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2020-08-01,S,21,65458,1,Marin,"San Rafael City Elementary","Nonpublic, Nonsectarian Schools",No,"Hispanic or Latino",0,0,0,0,0.0000,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2020-08-01,S,21,65458,6024830,Marin,"San Rafael City Elementary","San Pedro Elementary",No,"Hispanic or Latino",450,0,0,0,0.0000,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2020-08-01,S,21,65458,6024863,Marin,"San Rafael City Elementary","Sun Valley Elementary",No,"Hispanic or Latino",127,0,0,0,0.0000,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2020-08-01,S,21,65458,6024772,Marin,"San Rafael City Elementary","Venetia Valley K-8",No,"Hispanic or Latino",565,0,0,0,0.0000,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2020-08-01,S,21,65466,2133254,Marin,"San Rafael City High","Madrone High Continuation",No,"Hispanic or Latino",139,0,0,0,0.0000,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2020-08-01,S,21,65466,1,Marin,"San Rafael City High","Nonpublic, Nonsectarian Schools",No,"Hispanic or Latino",0,0,0,0,0.0000,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2020-08-01,S,21,65466,2133262,Marin,"San Rafael City High","San Rafael High",No,"Hispanic or Latino",881,0,0,0,0.0000,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2020-08-01,S,21,65466,2134005,Marin,"San Rafael City High","Terra Linda High",No,"Hispanic or Latino",602,1,1,0,0.2000,0,1,0,0,0,0,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000
2020-08-01,S,21,65474,6024889,Marin,"Sausalito Marin City","Bayside Martin Luther King Jr. Academy",No,"Hispanic or Latino",35,0,0,0,0.0000,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2020-08-01,S,21,73361,6051627,Marin,"Shoreline Unified","Bodega Bay Elementary",No,"Hispanic or Latino",18,0,0,0,0.0000,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2020-08-01,S,21,73361,6024947,Marin,"Shoreline Unified","Inverness Elementary",No,"Hispanic or Latino",22,0,0,0,0.0000,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2020-08-01,S,21,73361,1,Marin,"Shoreline Unified","Nonpublic, Nonsectarian Schools",No,"Hispanic or Latino",0,0,0,0,0.0000,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2020-08-01,S,21,73361,6024921,Marin,"Shoreline Unified","Tomales Elementary",No,"Hispanic or Latino",89,3,3,0,3.4000,0,0,0,3,0,0,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000
2020-08-01,S,21,73361,2134310,Marin,"Shoreline Unified","Tomales High",No,"Hispanic or Latino",114,0,0,0,0.0000,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2020-08-01,S,21,73361,6024954,Marin,"Shoreline Unified","West Marin Elementary",No,"Hispanic or Latino",76,2,2,2,2.6000,0,0,0,0,2,0,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2020-08-01,S,21,65482,1,Marin,"Tamalpais Union High","Nonpublic, Nonsectarian Schools",No,"Hispanic or Latino",0,0,0,0,0.0000,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2020-08-01,S,21,65482,2132587,Marin,"Tamalpais Union High","Redwood High",No,"Hispanic or Latino",313,0,0,0,0.0000,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2020-08-01,S,21,65482,2134419,Marin,"Tamalpais Union High","San Andreas High (Continuation)",No,"Hispanic or Latino",33,0,0,0,0.0000,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2020-08-01,S,21,65482,2131340,Marin,"Tamalpais Union High","Archie Williams High",No,"Hispanic or Latino",196,0,0,0,0.0000,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2020-08-01,S,21,65482,2133692,Marin,"Tamalpais Union High","Tamalpais High",No,"Hispanic or Latino",202,1,1,0,0.5000,0,0,0,1,0,0,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000
2020-08-01,S,21,65482,2130078,Marin,"Tamalpais Union High","Tamiscal High (Alternative)",No,"Hispanic or Latino",20,0,0,0,0.0000,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2019-08-01,S,21,65300,6024137,Marin,"Bolinas-Stinson Union","Bolinas-Stinson Elementary",No,"Hispanic or Latino",21,0,0,0,0.0000,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2019-08-01,S,21,65334,6068308,Marin,"Kentfield Elementary","Adaline E. Kent Middle",No,"Hispanic or Latino",81,4,4,1,4.9000,0,3,0,0,1,0,25.0000,0.0000,75.0000,0.0000,0.0000,0.0000
2019-08-01,S,21,65334,6024319,Marin,"Kentfield Elementary","Anthony G. Bacich Elementary",No,"Hispanic or Latino",91,0,0,0,0.0000,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2019-08-01,S,21,65334,1,Marin,"Kentfield Elementary","Nonpublic, Nonsectarian Schools",No,"Hispanic or Latino",0,0,0,0,0.0000,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2019-08-01,S,21,65342,6024327,Marin,"Laguna Joint Elementary","Laguna Elementary",No,"Hispanic or Latino",0,0,0,0,0.0000,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2019-08-01,S,21,65359,6024335,Marin,"Lagunitas Elementary","Lagunitas Elementary",No,"Hispanic or Latino",22,1,1,0,4.5000,1,0,0,0,0,0,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000
2019-08-01,S,21,65359,1,Marin,"Lagunitas Elementary","Nonpublic, Nonsectarian Schools",No,"Hispanic or Latino",0,0,0,0,0.0000,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2019-08-01,S,21,65359,6024343,Marin,"Lagunitas Elementary","San Geronimo Valley Elementary",No,"Hispanic or Latino",0,0,0,0,0.0000,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2019-08-01,S,21,65367,129148,Marin,"Larkspur-Corte Madera",Cove,No,"Hispanic or Latino",60,0,0,0,0.0000,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2019-08-01,S,21,65367,6024350,Marin,"Larkspur-Corte Madera","Hall Middle",No,"Hispanic or Latino",72,2,2,0,2.8000,0,1,0,1,0,0,0.0000,0.0000,50.0000,0.0000,50.0000,0.0000
2019-08-01,S,21,65367,6024376,Marin,"Larkspur-Corte Madera","Neil Cummins Elementary",No,"Hispanic or Latino",75,1,1,0,1.3000,0,1,0,0,0,0,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000
2019-08-01,S,21,65367,1,Marin,"Larkspur-Corte Madera","Nonpublic, Nonsectarian Schools",No,"Hispanic or Latino",0,0,0,0,0.0000,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2019-08-01,S,21,65375,6024392,Marin,"Lincoln Elementary","Lincoln Union Elementary",No,"Hispanic or Latino",0,0,0,0,0.0000,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2019-08-01,S,21,10215,113183,Marin,"Marin County Office of Education","Marin County Juvenile Court",No,"Hispanic or Latino",48,0,0,0,0.0000,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2019-08-01,S,21,10215,6069504,Marin,"Marin County Office of Education","Marin County Special Education",No,"Hispanic or Latino",77,2,2,0,2.6000,1,0,0,1,0,0,0.0000,50.0000,0.0000,0.0000,50.0000,0.0000
2019-08-01,S,21,10215,2130037,Marin,"Marin County Office of Education","Marin's Community",No,"Hispanic or Latino",71,8,4,2,5.6000,0,3,0,1,3,1,25.0000,0.0000,37.5000,0.0000,12.5000,12.5000
2019-08-01,S,21,10215,1,Marin,"Marin County Office of Education","Nonpublic, Nonsectarian Schools",No,"Hispanic or Latino",0,0,0,0,0.0000,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2019-08-01,S,21,65391,6024418,Marin,"Mill Valley Elementary","Edna Maguire Elementary",No,"Hispanic or Latino",54,1,1,1,1.9000,0,0,0,0,1,0,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2019-08-01,S,21,65391,6085187,Marin,"Mill Valley Elementary","Mill Valley Middle",No,"Hispanic or Latino",84,1,1,1,1.2000,0,0,0,0,1,0,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2019-08-01,S,21,65391,1,Marin,"Mill Valley Elementary","Nonpublic, Nonsectarian Schools",No,"Hispanic or Latino",0,0,0,0,0.0000,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2019-08-01,S,21,65391,6024442,Marin,"Mill Valley Elementary","Old Mill Elementary",No,"Hispanic or Latino",0,0,0,0,0.0000,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2019-08-01,S,21,65391,6024459,Marin,"Mill Valley Elementary","Park Elementary",No,"Hispanic or Latino",18,0,0,0,0.0000,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2019-08-01,S,21,65391,6024467,Marin,"Mill Valley Elementary","Strawberry Point Elementary",No,"Hispanic or Latino",30,0,0,0,0.0000,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2019-08-01,S,21,65391,6024475,Marin,"Mill Valley Elementary","Tamalpais Valley Elementary",No,"Hispanic or Latino",40,0,0,0,0.0000,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2019-08-01,S,21,65318,6024160,Marin,"Miller Creek Elementary","Lucas Valley Elementary",No,"Hispanic or Latino",37,2,1,1,2.7000,0,0,0,0,2,0,50.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2019-08-01,S,21,65318,6024194,Marin,"Miller Creek Elementary","Mary E. Silveira Elementary",No,"Hispanic or Latino",143,1,1,1,0.7000,0,0,0,0,1,0,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2019-08-01,S,21,65318,6024202,Marin,"Miller Creek Elementary","Miller Creek Middle",No,"Hispanic or Latino",140,14,9,1,6.4000,2,9,0,2,1,0,7.1429,14.2857,64.2857,0.0000,14.2857,0.0000
2019-08-01,S,21,65318,1,Marin,"Miller Creek Elementary","Nonpublic, Nonsectarian Schools",No,"Hispanic or Latino",0,0,0,0,0.0000,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2019-08-01,S,21,65318,6024244,Marin,"Miller Creek Elementary","Vallecito Elementary",No,"Hispanic or Latino",91,0,0,0,0.0000,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2019-08-01,S,21,65409,6024483,Marin,Nicasio,Nicasio,No,"Hispanic or Latino",21,0,0,0,0.0000,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2019-08-01,S,21,65417,6024491,Marin,"Novato Unified","Hamilton Meadow Park",No,"Hispanic or Latino",402,7,7,2,1.7000,0,2,2,0,2,1,28.5714,0.0000,28.5714,28.5714,0.0000,14.2857
2019-08-01,S,21,65417,6024509,Marin,"Novato Unified","Loma Verde Elementary",No,"Hispanic or Latino",194,0,0,0,0.0000,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2019-08-01,S,21,65417,6024517,Marin,"Novato Unified","Lu Sutton Elementary",No,"Hispanic or Latino",232,6,2,0,0.9000,0,6,0,0,0,0,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000
2019-08-01,S,21,65417,6024525,Marin,"Novato Unified","Lynwood Elementary",No,"Hispanic or Latino",205,2,1,1,0.5000,0,0,0,0,2,0,50.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2019-08-01,S,21,65417,2132264,Marin,"Novato Unified","Marin Oaks High",No,"Hispanic or Latino",62,6,4,1,6.5000,1,2,0,2,1,0,16.6667,16.6667,33.3333,0.0000,33.3333,0.0000
2019-08-01,S,21,65417,1,Marin,"Novato Unified","Nonpublic, Nonsectarian Schools",No,"Hispanic or Latino",14,0,0,0,0.0000,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2019-08-01,S,21,65417,2130045,Marin,"Novato Unified","Nova Education Center",No,"Hispanic or Latino",24,0,0,0,0.0000,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2019-08-01,S,21,65417,2132272,Marin,"Novato Unified","Novato High",No,"Hispanic or Latino",572,34,25,1,4.4000,7,5,3,17,1,1,2.9412,20.5882,14.7059,8.8235,50.0000,2.9412
2019-08-01,S,21,65417,6024558,Marin,"Novato Unified","Olive Elementary",No,"Hispanic or Latino",151,0,0,0,0.0000,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2019-08-01,S,21,65417,6024574,Marin,"Novato Unified","Pleasant Valley Elementary",No,"Hispanic or Latino",73,0,0,0,0.0000,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2019-08-01,S,21,65417,6024582,Marin,"Novato Unified","Rancho Elementary",No,"Hispanic or Latino",118,0,0,0,0.0000,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2019-08-01,S,21,65417,124081,Marin,"Novato Unified","San Jose Intermediate",No,"Hispanic or Latino",355,25,15,0,4.2000,1,19,0,5,0,0,0.0000,4.0000,76.0000,0.0000,20.0000,0.0000
2019-08-01,S,21,65417,2133056,Marin,"Novato Unified","San Marin High",No,"Hispanic or Latino",364,14,10,1,2.7000,2,1,0,10,1,0,7.1429,14.2857,7.1429,0.0000,71.4286,0.0000
2019-08-01,S,21,65417,6024590,Marin,"Novato Unified","San Ramon Elementary",No,"Hispanic or Latino",104,0,0,0,0.0000,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2019-08-01,S,21,65417,6058614,Marin,"Novato Unified","Sinaloa Middle",No,"Hispanic or Latino",258,15,8,1,3.1000,0,8,1,4,2,0,6.6667,0.0000,53.3333,6.6667,26.6667,0.0000
2019-08-01,S,21,65425,6024616,Marin,"Reed Union Elementary","Bel Aire Elementary",No,"Hispanic or Latino",23,0,0,0,0.0000,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2019-08-01,S,21,65425,6024632,Marin,"Reed Union Elementary","Del Mar Middle",No,"Hispanic or Latino",33,1,1,0,3.0000,0,0,0,0,0,1,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000
2019-08-01,S,21,65425,1,Marin,"Reed Union Elementary","Nonpublic, Nonsectarian Schools",No,"Hispanic or Latino",0,0,0,0,0.0000,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2019-08-01,S,21,65425,6024657,Marin,"Reed Union Elementary","Reed Elementary",No,"Hispanic or Latino",20,0,0,0,0.0000,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2019-08-01,S,21,65433,6024673,Marin,"Ross Elementary","Ross Elementary",No,"Hispanic or Latino",24,0,0,0,0.0000,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2019-08-01,S,21,75002,6024681,Marin,"Ross Valley Elementary","Brookside Elementary",No,"Hispanic or Latino",44,8,1,0,2.3000,0,8,0,0,0,0,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000
2019-08-01,S,21,75002,124578,Marin,"Ross Valley Elementary","Hidden Valley Elementary",No,"Hispanic or Latino",27,1,1,0,3.7000,0,1,0,0,0,0,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000
2019-08-01,S,21,75002,6024277,Marin,"Ross Valley Elementary","Manor Elementary",No,"Hispanic or Latino",37,0,0,0,0.0000,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2019-08-01,S,21,75002,1,Marin,"Ross Valley Elementary","Nonpublic, Nonsectarian Schools",No,"Hispanic or Latino",0,0,0,0,0.0000,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2019-08-01,S,21,75002,6024731,Marin,"Ross Valley Elementary","Wade Thomas Elementary",No,"Hispanic or Latino",36,0,0,0,0.0000,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2019-08-01,S,21,75002,6024285,Marin,"Ross Valley Elementary","White Hill Middle",No,"Hispanic or Latino",98,1,1,0,1.0000,0,0,0,1,0,0,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000
2019-08-01,S,21,65458,6024756,Marin,"San Rafael City Elementary","Bahia Vista Elementary",No,"Hispanic or Latino",559,2,2,1,0.4000,0,0,0,1,1,0,50.0000,0.0000,0.0000,0.0000,50.0000,0.0000
2019-08-01,S,21,65458,6024764,Marin,"San Rafael City Elementary","Coleman Elementary",No,"Hispanic or Latino",214,2,2,0,0.9000,0,2,0,0,0,0,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000
2019-08-01,S,21,65458,6024780,Marin,"San Rafael City Elementary","Glenwood Elementary",No,"Hispanic or Latino",84,0,0,0,0.0000,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2019-08-01,S,21,65458,6058622,Marin,"San Rafael City Elementary","James B. Davidson Middle",No,"Hispanic or Latino",854,27,23,0,2.7000,0,12,0,15,0,0,0.0000,0.0000,44.4444,0.0000,55.5556,0.0000
2019-08-01,S,21,65458,6024814,Marin,"San Rafael City Elementary","Laurel Dell Elementary",No,"Hispanic or Latino",182,8,8,0,4.4000,0,0,0,8,0,0,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000
2019-08-01,S,21,65458,1,Marin,"San Rafael City Elementary","Nonpublic, Nonsectarian Schools",No,"Hispanic or Latino",13,0,0,0,0.0000,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2019-08-01,S,21,65458,136671,Marin,"San Rafael City Elementary","Old Gallinas",No,"Hispanic or Latino",0,0,0,0,0.0000,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2019-08-01,S,21,65458,6024830,Marin,"San Rafael City Elementary","San Pedro Elementary",No,"Hispanic or Latino",555,3,2,1,0.4000,0,2,0,0,1,0,33.3333,0.0000,66.6667,0.0000,0.0000,0.0000
2019-08-01,S,21,65458,121517,Marin,"San Rafael City Elementary","Short Elementary",No,"Hispanic or Latino",93,0,0,0,0.0000,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2019-08-01,S,21,65458,6024863,Marin,"San Rafael City Elementary","Sun Valley Elementary",No,"Hispanic or Latino",121,0,0,0,0.0000,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2019-08-01,S,21,65458,6024772,Marin,"San Rafael City Elementary","Venetia Valley K-8",No,"Hispanic or Latino",623,18,15,4,2.4000,2,2,1,6,5,2,22.2222,11.1111,11.1111,5.5556,33.3333,11.1111
2019-08-01,S,21,65466,2133254,Marin,"San Rafael City High","Madrone High Continuation",No,"Hispanic or Latino",64,0,0,0,0.0000,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2019-08-01,S,21,65466,1,Marin,"San Rafael City High","Nonpublic, Nonsectarian Schools",No,"Hispanic or Latino",0,0,0,0,0.0000,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
