AcademicYear,AggregateLevel,CountyCode,DistrictCode,SchoolCode,CountyName,DistrictName,SchoolName,CharterYN,ReportingCategory,CumulativeEnrollment,TotalSuspensions,Unduplicated_Students_Suspended,Unduplicated_Defiance_Students,SuspensionRate,ViolentIncident_Injury,ViolentIncident_NoInjury,WeaponsPossession,Drug_Related,DefianceTotal,Other_Reasons,DefianceRate,ViolentInjuryRate,ViolentNonInjuryRate,WeaponPossessionRate,DrugSuspensionRate,OtherSuspensionRate
2019-08-01,S,21,65466,2133262,Marin,"San Rafael City High","San Rafael High",No,"Hispanic or Latino",990,33,26,1,2.6000,2,15,4,10,1,1,3.0303,6.0606,45.4545,12.1212,30.3030,3.0303
2019-08-01,S,21,65466,2134005,Marin,"San Rafael City High","Terra Linda High",No,"Hispanic or Latino",648,11,8,3,1.2000,0,3,0,4,4,0,27.2727,0.0000,27.2727,0.0000,36.3636,0.0000
2019-08-01,S,21,65474,6024889,Marin,"Sausalito Marin City","Bayside Martin Luther King Jr. Academy",No,"Hispanic or Latino",38,0,0,0,0.0000,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2019-08-01,S,21,73361,6051627,Marin,"Shoreline Unified","Bodega Bay Elementary",No,"Hispanic or Latino",16,0,0,0,0.0000,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2019-08-01,S,21,73361,6024947,Marin,"Shoreline Unified","Inverness Elementary",No,"Hispanic or Latino",21,0,0,0,0.0000,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2019-08-01,S,21,73361,6024921,Marin,"Shoreline Unified","Tomales Elementary",No,"Hispanic or Latino",91,4,3,1,3.3000,0,1,0,2,1,0,25.0000,0.0000,25.0000,0.0000,50.0000,0.0000
2019-08-01,S,21,73361,2134310,Marin,"Shoreline Unified","Tomales High",No,"Hispanic or Latino",114,15,13,4,11.4000,3,0,0,8,4,0,26.6667,20.0000,0.0000,0.0000,53.3333,0.0000
2019-08-01,S,21,73361,6024954,Marin,"Shoreline Unified","West Marin Elementary",No,"Hispanic or Latino",74,0,0,0,0.0000,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2019-08-01,S,21,65482,1,Marin,"Tamalpais Union High","Nonpublic, Nonsectarian Schools",No,"Hispanic or Latino",0,0,0,0,0.0000,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2019-08-01,S,21,65482,2132587,Marin,"Tamalpais Union High","Redwood High",No,"Hispanic or Latino",318,9,8,0,2.5000,1,6,0,2,0,0,0.0000,11.1111,66.6667,0.0000,22.2222,0.0000
2019-08-01,S,21,65482,2134419,Marin,"Tamalpais Union High","San Andreas High (Continuation)",No,"Hispanic or Latino",31,0,0,0,0.0000,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2019-08-01,S,21,65482,2131340,Marin,"Tamalpais Union High","Archie Williams High",No,"Hispanic or Latino",190,4,4,0,2.1000,0,2,0,2,0,0,0.0000,0.0000,50.0000,0.0000,50.0000,0.0000
2019-08-01,S,21,65482,2133692,Marin,"Tamalpais Union High","Tamalpais High",No,"Hispanic or Latino",190,2,2,0,1.1000,0,0,0,2,0,0,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000
2019-08-01,S,21,65482,2130078,Marin,"Tamalpais Union High","Tamiscal High (Alternative)",No,"Hispanic or Latino",27,0,0,0,0.0000,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2018-08-01,S,21,10215,2130037,Marin,"Marin County Office of Education","Marin's Community",No,"Hispanic or Latino",101,49,29,11,28.7000,1,16,2,17,13,0,22.4490,2.0408,32.6531,4.0816,34.6939,0.0000
2018-08-01,S,21,10215,113183,Marin,"Marin County Office of Education","Marin County Juvenile Court",No,"Hispanic or Latino",62,0,0,0,0.0000,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2018-08-01,S,21,10215,6069504,Marin,"Marin County Office of Education","Marin County Special Education",No,"Hispanic or Latino",70,10,6,0,8.6000,1,7,0,1,0,1,0.0000,10.0000,70.0000,0.0000,10.0000,10.0000
2018-08-01,S,21,10215,1,Marin,"Marin County Office of Education","Nonpublic, Nonsectarian Schools",No,"Hispanic or Latino",0,0,0,0,0.0000,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2018-08-01,S,21,65300,6024137,Marin,"Bolinas-Stinson Union","Bolinas-Stinson Elementary",No,"Hispanic or Latino",15,0,0,0,0.0000,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2018-08-01,S,21,65318,6024202,Marin,"Dixie Elementary","Miller Creek Middle",No,"Hispanic or Latino",117,13,7,1,6.0000,1,9,0,0,3,0,7.6923,7.6923,69.2308,0.0000,0.0000,0.0000
2018-08-01,S,21,65318,6024194,Marin,"Dixie Elementary","Mary E. Silveira Elementary",No,"Hispanic or Latino",125,1,1,0,0.8000,0,0,1,0,0,0,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000
2018-08-01,S,21,65318,6024244,Marin,"Dixie Elementary","Vallecito Elementary",No,"Hispanic or Latino",70,1,1,0,1.4000,0,1,0,0,0,0,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000
2018-08-01,S,21,65318,6024160,Marin,"Dixie Elementary","Dixie Elementary",No,"Hispanic or Latino",37,6,2,2,5.4000,0,0,0,0,6,0,33.3333,0.0000,0.0000,0.0000,0.0000,0.0000
2018-08-01,S,21,65318,1,Marin,"Dixie Elementary","Nonpublic, Nonsectarian Schools",No,"Hispanic or Latino",0,0,0,0,0.0000,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2018-08-01,S,21,65334,6068308,Marin,"Kentfield Elementary","Adaline E. Kent Middle",No,"Hispanic or Latino",95,3,2,0,2.1000,0,2,0,0,0,1,0.0000,0.0000,66.6667,0.0000,0.0000,33.3333
2018-08-01,S,21,65334,6024319,Marin,"Kentfield Elementary","Anthony G. Bacich Elementary",No,"Hispanic or Latino",69,4,1,1,1.4000,0,2,0,0,1,1,25.0000,0.0000,50.0000,0.0000,0.0000,25.0000
2018-08-01,S,21,65334,1,Marin,"Kentfield Elementary","Nonpublic, Nonsectarian Schools",No,"Hispanic or Latino",0,0,0,0,0.0000,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2018-08-01,S,21,65342,6024327,Marin,"Laguna Joint Elementary","Laguna Elementary",No,"Hispanic or Latino",0,0,0,0,0.0000,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2018-08-01,S,21,65359,6024335,Marin,"Lagunitas Elementary","Lagunitas Elementary",No,"Hispanic or Latino",21,0,0,0,0.0000,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2018-08-01,S,21,65359,6024343,Marin,"Lagunitas Elementary","San Geronimo Valley Elementary",No,"Hispanic or Latino",0,0,0,0,0.0000,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2018-08-01,S,21,65367,129148,Marin,"Larkspur-Corte Madera",Cove,No,"Hispanic or Latino",58,3,3,0,5.2000,0,3,0,0,0,0,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000
2018-08-01,S,21,65367,6024350,Marin,"Larkspur-Corte Madera","Hall Middle",No,"Hispanic or Latino",76,2,2,0,2.6000,0,0,0,1,0,1,0.0000,0.0000,0.0000,0.0000,50.0000,50.0000
2018-08-01,S,21,65367,1,Marin,"Larkspur-Corte Madera","Nonpublic, Nonsectarian Schools",No,"Hispanic or Latino",0,0,0,0,0.0000,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2018-08-01,S,21,65367,6024376,Marin,"Larkspur-Corte Madera","Neil Cummins Elementary",No,"Hispanic or Latino",71,2,1,1,1.4000,0,1,0,0,1,0,50.0000,0.0000,50.0000,0.0000,0.0000,0.0000
2018-08-01,S,21,65391,6024418,Marin,"Mill Valley Elementary","Edna Maguire Elementary",No,"Hispanic or Latino",57,0,0,0,0.0000,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2018-08-01,S,21,65391,6024475,Marin,"Mill Valley Elementary","Tamalpais Valley Elementary",No,"Hispanic or Latino",40,0,0,0,0.0000,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2018-08-01,S,21,65391,1,Marin,"Mill Valley Elementary","Nonpublic, Nonsectarian Schools",No,"Hispanic or Latino",0,0,0,0,0.0000,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2018-08-01,S,21,65391,6085187,Marin,"Mill Valley Elementary","Mill Valley Middle",No,"Hispanic or Latino",86,1,1,0,1.2000,0,0,0,1,0,0,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000
2018-08-01,S,21,65391,6024459,Marin,"Mill Valley Elementary","Park Elementary",No,"Hispanic or Latino",21,0,0,0,0.0000,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2018-08-01,S,21,65391,6024467,Marin,"Mill Valley Elementary","Strawberry Point Elementary",No,"Hispanic or Latino",38,4,1,1,2.6000,0,1,0,0,3,0,25.0000,0.0000,25.0000,0.0000,0.0000,0.0000
2018-08-01,S,21,65391,6024442,Marin,"Mill Valley Elementary","Old Mill Elementary",No,"Hispanic or Latino",0,0,0,0,0.0000,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2018-08-01,S,21,65409,6024483,Marin,Nicasio,Nicasio,No,"Hispanic or Latino",22,0,0,0,0.0000,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2018-08-01,S,21,65417,6024582,Marin,"Novato Unified","Rancho Elementary",No,"Hispanic or Latino",120,5,5,0,4.2000,0,5,0,0,0,0,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000
2018-08-01,S,21,65417,2132264,Marin,"Novato Unified","Marin Oaks High",No,"Hispanic or Latino",76,10,8,3,10.5000,0,1,0,5,4,0,30.0000,0.0000,10.0000,0.0000,50.0000,0.0000
2018-08-01,S,21,65417,124081,Marin,"Novato Unified","San Jose Intermediate",No,"Hispanic or Latino",321,34,24,1,7.5000,2,20,0,10,1,1,2.9412,5.8824,58.8235,0.0000,29.4118,2.9412
2018-08-01,S,21,65417,2130045,Marin,"Novato Unified","Nova Education Center",No,"Hispanic or Latino",22,0,0,0,0.0000,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2018-08-01,S,21,65417,2132272,Marin,"Novato Unified","Novato High",No,"Hispanic or Latino",582,44,29,1,5.0000,3,20,1,18,1,1,2.2727,6.8182,45.4545,2.2727,40.9091,2.2727
2018-08-01,S,21,65417,6024574,Marin,"Novato Unified","Pleasant Valley Elementary",No,"Hispanic or Latino",67,2,2,0,3.0000,1,0,0,0,0,1,0.0000,50.0000,0.0000,0.0000,0.0000,50.0000
2018-08-01,S,21,65417,6024558,Marin,"Novato Unified","Olive Elementary",No,"Hispanic or Latino",152,0,0,0,0.0000,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2018-08-01,S,21,65417,2133056,Marin,"Novato Unified","San Marin High",No,"Hispanic or Latino",364,31,22,1,6.0000,5,8,0,14,2,2,3.2258,16.1290,25.8065,0.0000,45.1613,6.4516
2018-08-01,S,21,65417,6024517,Marin,"Novato Unified","Lu Sutton Elementary",No,"Hispanic or Latino",216,0,0,0,0.0000,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2018-08-01,S,21,65417,6058614,Marin,"Novato Unified","Sinaloa Middle",No,"Hispanic or Latino",253,5,5,0,2.0000,0,2,0,3,0,0,0.0000,0.0000,40.0000,0.0000,60.0000,0.0000
2018-08-01,S,21,65417,6024590,Marin,"Novato Unified","San Ramon Elementary",No,"Hispanic or Latino",95,0,0,0,0.0000,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2018-08-01,S,21,65417,6024491,Marin,"Novato Unified","Hamilton Meadow Park",No,"Hispanic or Latino",401,13,10,2,2.5000,1,10,0,0,2,0,15.3846,7.6923,76.9231,0.0000,0.0000,0.0000
2018-08-01,S,21,65417,6024509,Marin,"Novato Unified","Loma Verde Elementary",No,"Hispanic or Latino",182,3,1,0,0.5000,0,3,0,0,0,0,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000
2018-08-01,S,21,65417,6024525,Marin,"Novato Unified","Lynwood Elementary",No,"Hispanic or Latino",202,1,1,0,0.5000,0,1,0,0,0,0,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000
2018-08-01,S,21,65417,1,Marin,"Novato Unified","Nonpublic, Nonsectarian Schools",No,"Hispanic or Latino",14,0,0,0,0.0000,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2018-08-01,S,21,65425,6024616,Marin,"Reed Union Elementary","Bel Aire Elementary",No,"Hispanic or Latino",26,1,1,0,3.8000,1,0,0,0,0,0,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000
2018-08-01,S,21,65425,6024657,Marin,"Reed Union Elementary","Reed Elementary",No,"Hispanic or Latino",21,0,0,0,0.0000,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2018-08-01,S,21,65425,6024632,Marin,"Reed Union Elementary","Del Mar Middle",No,"Hispanic or Latino",23,3,2,0,8.7000,0,3,0,0,0,0,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000
2018-08-01,S,21,65433,6024673,Marin,"Ross Elementary","Ross Elementary",No,"Hispanic or Latino",27,0,0,0,0.0000,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2018-08-01,S,21,65458,6058622,Marin,"San Rafael City Elementary","James B. Davidson Middle",No,"Hispanic or Latino",859,79,53,9,6.2000,5,33,1,21,13,6,11.3924,6.3291,41.7722,1.2658,26.5823,7.5949
2018-08-01,S,21,65458,6024756,Marin,"San Rafael City Elementary","Bahia Vista Elementary",No,"Hispanic or Latino",571,9,5,1,0.9000,5,2,0,0,1,1,11.1111,55.5556,22.2222,0.0000,0.0000,11.1111
2018-08-01,S,21,65458,6024863,Marin,"San Rafael City Elementary","Sun Valley Elementary",No,"Hispanic or Latino",104,0,0,0,0.0000,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2018-08-01,S,21,65458,6024780,Marin,"San Rafael City Elementary","Glenwood Elementary",No,"Hispanic or Latino",90,0,0,0,0.0000,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2018-08-01,S,21,65458,6024814,Marin,"San Rafael City Elementary","Laurel Dell Elementary",No,"Hispanic or Latino",180,0,0,0,0.0000,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2018-08-01,S,21,65458,6024772,Marin,"San Rafael City Elementary","Venetia Valley K-8",No,"Hispanic or Latino",602,17,15,1,2.5000,1,3,2,9,1,1,5.8824,5.8824,17.6471,11.7647,52.9412,5.8824
2018-08-01,S,21,65458,6024764,Marin,"San Rafael City Elementary","Coleman Elementary",No,"Hispanic or Latino",210,0,0,0,0.0000,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2018-08-01,S,21,65458,6024830,Marin,"San Rafael City Elementary","San Pedro Elementary",No,"Hispanic or Latino",554,4,3,0,0.5000,3,1,0,0,0,0,0.0000,75.0000,25.0000,0.0000,0.0000,0.0000
2018-08-01,S,21,65458,121517,Marin,"San Rafael City Elementary","Short Elementary",No,"Hispanic or Latino",155,0,0,0,0.0000,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2018-08-01,S,21,65458,1,Marin,"San Rafael City Elementary","Nonpublic, Nonsectarian Schools",No,"Hispanic or Latino",0,0,0,0,0.0000,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2018-08-01,S,21,65466,2134005,Marin,"San Rafael City High","Terra Linda High",No,"Hispanic or Latino",620,32,26,1,4.2000,0,14,0,15,1,2,3.1250,0.0000,43.7500,0.0000,46.8750,6.2500
2018-08-01,S,21,65466,1,Marin,"San Rafael City High","Nonpublic, Nonsectarian Schools",No,"Hispanic or Latino",0,0,0,0,0.0000,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2018-08-01,S,21,65466,2133254,Marin,"San Rafael City High","Madrone High Continuation",No,"Hispanic or Latino",64,13,11,3,17.2000,2,6,0,2,3,0,23.0769,15.3846,46.1538,0.0000,15.3846,0.0000
2018-08-01,S,21,65466,2133262,Marin,"San Rafael City High","San Rafael High",No,"Hispanic or Latino",921,110,81,15,8.8000,18,45,2,26,17,2,13.6364,16.3636,40.9091,1.8182,23.6364,1.8182
2018-08-01,S,21,65474,6024889,Marin,"Sausalito Marin City","Bayside Martin Luther King Jr. Academy",No,"Hispanic or Latino",38,0,0,0,0.0000,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2018-08-01,S,21,65482,1,Marin,"Tamalpais Union High","Nonpublic, Nonsectarian Schools",No,"Hispanic or Latino",0,0,0,0,0.0000,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2018-08-01,S,21,65482,2134419,Marin,"Tamalpais Union High","San Andreas High (Continuation)",No,"Hispanic or Latino",37,1,1,0,2.7000,0,1,0,0,0,0,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000
2018-08-01,S,21,65482,2131340,Marin,"Tamalpais Union High","Archie Williams High",No,"Hispanic or Latino",172,5,5,0,2.9000,1,2,0,2,0,0,0.0000,20.0000,40.0000,0.0000,40.0000,0.0000
2018-08-01,S,21,65482,2130078,Marin,"Tamalpais Union High","Tamiscal High (Alternative)",No,"Hispanic or Latino",19,0,0,0,0.0000,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2018-08-01,S,21,65482,2132587,Marin,"Tamalpais Union High","Redwood High",No,"Hispanic or Latino",292,6,5,0,1.7000,0,2,1,3,0,0,0.0000,0.0000,33.3333,16.6667,50.0000,0.0000
2018-08-01,S,21,65482,2133692,Marin,"Tamalpais Union High","Tamalpais High",No,"Hispanic or Latino",178,5,5,0,2.8000,0,1,0,4,0,0,0.0000,0.0000,20.0000,0.0000,80.0000,0.0000
2018-08-01,S,21,73361,6024947,Marin,"Shoreline Unified","Inverness Elementary",No,"Hispanic or Latino",19,0,0,0,0.0000,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2018-08-01,S,21,73361,6051627,Marin,"Shoreline Unified","Bodega Bay Elementary",No,"Hispanic or Latino",15,0,0,0,0.0000,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2018-08-01,S,21,73361,2134310,Marin,"Shoreline Unified","Tomales High",No,"Hispanic or Latino",99,8,8,3,8.1000,1,1,0,3,3,0,37.5000,12.5000,12.5000,0.0000,37.5000,0.0000
2018-08-01,S,21,73361,6024954,Marin,"Shoreline Unified","West Marin Elementary",No,"Hispanic or Latino",81,1,1,0,1.2000,1,0,0,0,0,0,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000
2018-08-01,S,21,73361,6024921,Marin,"Shoreline Unified","Tomales Elementary",No,"Hispanic or Latino",103,3,2,0,1.9000,2,1,0,0,0,0,0.0000,66.6667,33.3333,0.0000,0.0000,0.0000
2018-08-01,S,21,75002,1,Marin,"Ross Valley Elementary","Nonpublic, Nonsectarian Schools",No,"Hispanic or Latino",0,0,0,0,0.0000,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2018-08-01,S,21,75002,6024681,Marin,"Ross Valley Elementary","Brookside Elementary",No,"Hispanic or Latino",36,4,1,0,2.8000,0,4,0,0,0,0,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000
2018-08-01,S,21,75002,6024731,Marin,"Ross Valley Elementary","Wade Thomas Elementary",No,"Hispanic or Latino",40,1,1,0,2.5000,1,0,0,0,0,0,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000
2018-08-01,S,21,75002,6024285,Marin,"Ross Valley Elementary","White Hill Middle",No,"Hispanic or Latino",90,4,4,0,4.4000,1,0,0,3,0,0,0.0000,25.0000,0.0000,0.0000,75.0000,0.0000
2018-08-01,S,21,75002,124578,Marin,"Ross Valley Elementary","Hidden Valley Elementary",No,"Hispanic or Latino",34,0,0,0,0.0000,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2018-08-01,S,21,75002,6024277,Marin,"Ross Valley Elementary","Manor Elementary",No,"Hispanic or Latino",41,0,0,0,0.0000,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2017-08-01,S,21,10215,6069504,Marin,"Marin County Office of Education","Marin County Special Education",No,"Hispanic or Latino",71,12,4,2,5.6000,4,3,0,0,4,1,16.6667,33.3333,25.0000,0.0000,0.0000,8.3333
2017-08-01,S,21,10215,2130037,Marin,"Marin County Office of Education","Marin's Community",No,"Hispanic or Latino",81,75,30,27,37.0000,0,10,0,11,54,0,36.0000,0.0000,13.3333,0.0000,14.6667,0.0000
2017-08-01,S,21,10215,113183,Marin,"Marin County Office of Education","Marin County Juvenile Court",No,"Hispanic or Latino",82,0,0,0,0.0000,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2017-08-01,S,21,65300,6024137,Marin,"Bolinas-Stinson Union","Bolinas-Stinson Elementary",No,"Hispanic or Latino",18,0,0,0,0.0000,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2017-08-01,S,21,65318,6024202,Marin,"Dixie Elementary","Miller Creek Middle",No,"Hispanic or Latino",101,21,11,3,10.9000,0,13,0,5,3,0,14.2857,0.0000,61.9048,0.0000,23.8095,0.0000
2017-08-01,S,21,65318,6024244,Marin,"Dixie Elementary","Vallecito Elementary",No,"Hispanic or Latino",72,2,1,0,1.4000,0,2,0,0,0,0,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000
2017-08-01,S,21,65318,6024160,Marin,"Dixie Elementary","Dixie Elementary",No,"Hispanic or Latino",38,5,1,1,2.6000,0,0,0,0,5,0,20.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2017-08-01,S,21,65318,6024194,Marin,"Dixie Elementary","Mary E. Silveira Elementary",No,"Hispanic or Latino",114,0,0,0,0.0000,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2017-08-01,S,21,65334,6024319,Marin,"Kentfield Elementary","Anthony G. Bacich Elementary",No,"Hispanic or Latino",83,10,5,2,6.0000,0,7,1,0,2,0,20.0000,0.0000,70.0000,10.0000,0.0000,0.0000
2017-08-01,S,21,65334,6068308,Marin,"Kentfield Elementary","Adaline E. Kent Middle",No,"Hispanic or Latino",83,1,1,1,1.2000,0,0,0,0,1,0,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2017-08-01,S,21,65342,6024327,Marin,"Laguna Joint Elementary","Laguna Elementary",No,"Hispanic or Latino",0,0,0,0,0.0000,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2017-08-01,S,21,65359,6024335,Marin,"Lagunitas Elementary","Lagunitas Elementary",No,"Hispanic or Latino",29,0,0,0,0.0000,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2017-08-01,S,21,65359,6024343,Marin,"Lagunitas Elementary","San Geronimo Valley Elementary",No,"Hispanic or Latino",0,0,0,0,0.0000,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2017-08-01,S,21,65367,129148,Marin,"Larkspur-Corte Madera",Cove,No,"Hispanic or Latino",65,3,2,0,3.1000,1,1,0,0,0,1,0.0000,33.3333,33.3333,0.0000,0.0000,33.3333
2017-08-01,S,21,65367,6024350,Marin,"Larkspur-Corte Madera","Hall Middle",No,"Hispanic or Latino",73,7,5,1,6.8000,3,1,0,2,1,0,14.2857,42.8571,14.2857,0.0000,28.5714,0.0000
2017-08-01,S,21,65367,6024376,Marin,"Larkspur-Corte Madera","Neil Cummins Elementary",No,"Hispanic or Latino",66,1,1,0,1.5000,0,1,0,0,0,0,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000
2017-08-01,S,21,65391,6024418,Marin,"Mill Valley Elementary","Edna Maguire Elementary",No,"Hispanic or Latino",66,2,1,0,1.5000,0,2,0,0,0,0,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000
2017-08-01,S,21,65391,6024467,Marin,"Mill Valley Elementary","Strawberry Point Elementary",No,"Hispanic or Latino",35,0,0,0,0.0000,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2017-08-01,S,21,65391,6024475,Marin,"Mill Valley Elementary","Tamalpais Valley Elementary",No,"Hispanic or Latino",39,0,0,0,0.0000,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2017-08-01,S,21,65391,6024442,Marin,"Mill Valley Elementary","Old Mill Elementary",No,"Hispanic or Latino",11,0,0,0,0.0000,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2017-08-01,S,21,65391,6085187,Marin,"Mill Valley Elementary","Mill Valley Middle",No,"Hispanic or Latino",91,11,4,4,4.4000,0,3,0,0,8,0,36.3636,0.0000,27.2727,0.0000,0.0000,0.0000
2017-08-01,S,21,65391,6024459,Marin,"Mill Valley Elementary","Park Elementary",No,"Hispanic or Latino",20,0,0,0,0.0000,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2017-08-01,S,21,65409,6024483,Marin,Nicasio,Nicasio,No,"Hispanic or Latino",17,0,0,0,0.0000,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2017-08-01,S,21,65417,6024582,Marin,"Novato Unified","Rancho Elementary",No,"Hispanic or Latino",125,4,2,0,1.6000,0,4,0,0,0,0,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000
2017-08-01,S,21,65417,2130045,Marin,"Novato Unified","Nova Education Center",No,"Hispanic or Latino",22,0,0,0,0.0000,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2017-08-01,S,21,65417,6024558,Marin,"Novato Unified","Olive Elementary",No,"Hispanic or Latino",136,2,1,0,0.7000,0,2,0,0,0,0,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000
2017-08-01,S,21,65417,2132272,Marin,"Novato Unified","Novato High",No,"Hispanic or Latino",565,39,32,0,5.7000,1,16,4,16,0,2,0.0000,2.5641,41.0256,10.2564,41.0256,5.1282
2017-08-01,S,21,65417,125344,Marin,"Novato Unified","Nexus Academy",No,"Hispanic or Latino",0,0,0,0,0.0000,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2017-08-01,S,21,65417,2133056,Marin,"Novato Unified","San Marin High",No,"Hispanic or Latino",338,32,26,2,7.7000,11,9,0,10,2,0,6.2500,34.3750,28.1250,0.0000,31.2500,0.0000
2017-08-01,S,21,65417,6024517,Marin,"Novato Unified","Lu Sutton Elementary",No,"Hispanic or Latino",210,0,0,0,0.0000,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
